ID,prob
421,0.4536190476190476
47,0.29600000000000004
292,1.0
186,0.13
414,0.500952380952381
132,0.0325
161,0.20050000000000004
197,0.17909523809523809
245,1.0
453,0.9060000000000001
411,1.0
214,0.07583333333333334
283,0.0
107,1.0
542,0.7289999999999999
518,0.93
324,1.0
488,1.0
376,0.8699166666666666
237,0.012
362,1.0
420,1.0
451,0.0
519,1.0
65,0.07916666666666666
242,0.8475
558,0.8094523809523809
85,0.0
180,0.0
207,0.2270952380952381
564,0.0
342,1.0
17,0.0
435,0.08333333333333331
66,1.0
326,0.986
274,0.12926190476190474
90,0.8291666666666667
41,0.7431666666666668
187,0.98
520,0.9229285714285714
49,0.9566666666666667
160,0.9699999999999999
124,1.0
221,1.0
257,0.016666666666666666
539,1.0
273,1.0
486,0.8471666666666668
29,0.15883333333333335
492,0.015
0,0.1730833333333333
111,0.945
285,1.0
424,0.8624047619047619
477,1.0
195,1.0
277,0.2001666666666667
378,1.0
547,1.0
159,1.0
9,0.18725000000000003
147,0.6580000000000001
92,0.8205
246,1.0
286,0.99
480,1.0
233,0.0
189,1.0
399,1.0
179,0.9875
69,1.0
40,0.8173333333333334
432,0.0
358,0.9303809523809525
258,0.04425
38,0.6976190476190476
135,1.0
304,1.0
34,0.01
67,1.0
335,0.0
308,1.0
370,0.0
403,0.99
120,1.0
501,0.1796666666666667
545,0.9833333333333333
62,0.034666666666666665
344,1.0
457,0.9866666666666667
31,0.0963452380952381
555,1.0
443,1.0
400,0.0
5,0.2917380952380953
59,1.0
496,0.9288333333333333
289,1.0
346,1.0
531,1.0
305,1.0
425,1.0
347,0.8531666666666666
462,0.9483333333333335
165,0.8926666666666668
550,1.0
295,1.0
119,0.13083333333333333
172,0.19133333333333333
3,0.3165833333333334
68,0.71575
448,0.6599523809523808
442,0.9875
408,0.0
4,0.16633333333333333
307,1.0
386,1.0
404,1.0
434,0.9511666666666667
19,0.9866666666666667
517,0.0
535,0.0
445,1.0
554,1.0
236,0.0
117,0.01
157,0.24842857142857142
162,0.0
78,0.04425
409,1.0
484,0.4265714285714286
334,1.0
42,0.005428571428571429
173,0.98
223,0.006666666666666666
201,0.0
133,0.6311666666666667
232,0.99
413,0.5766666666666667
514,0.3633333333333333
244,0.0
415,1.0
562,0.03833333333333333
291,0.6403333333333333
16,0.13699999999999998
546,1.0
293,1.0
350,1.0
392,0.0
102,0.99
551,1.0
225,0.7927857142857144
146,0.5690714285714286
447,0.8748333333333334
306,1.0
128,0.4525
247,0.6800714285714287
483,1.0
110,1.0
439,1.0
284,0.98
410,0.99
329,0.18066666666666667
142,1.0
407,0.9722857142857143
6,0.0
487,0.0
11,0.01
268,0.9940000000000001
419,1.0
