ID,prob
6086,0.9217925685425683
6630,0.6970787940130044
4292,0.9848129440840284
7044,0.9734523809523808
2619,0.7731167287734623
3773,0.9013515882265881
6537,0.9273204491586844
7564,0.8348873830417947
3015,0.8628119847988267
5928,0.9580163752949373
7112,0.5058314829305541
6686,0.9773623409762248
5330,0.9449263975337022
3272,0.6837632927358157
5430,0.9608328163065005
3810,0.6500843247739535
128,0.9835606338106336
1600,0.9145217498563329
8716,0.682834869300002
659,0.42073596574564076
5799,0.893188441675284
9517,0.9723126110836954
222,0.8840097552077977
3338,0.7337876063994486
8736,0.9789430394167237
8361,0.7797814293549589
7046,0.8556378488360978
1595,0.990723553799516
2106,0.9451637401117826
8724,0.9707801920301918
4641,0.9683531746031746
7180,0.9570530395530397
1264,0.9522683982683984
9144,0.662362288854936
994,0.5834771151260713
8105,0.9263025473408599
7464,0.7904100059297424
5559,0.646980492546669
589,0.9764585132844756
3611,0.9661835664335662
286,0.6599889603070344
2911,0.5691982306908777
8353,0.9905136733185513
5500,0.7263533688533687
3079,0.9213808409568033
1315,0.9171941184652027
6333,0.9185942831115245
9755,0.9416402702248532
4862,0.9227107059607057
4028,0.9621968943738524
2209,0.7813822281519649
2571,0.8523035119776917
6106,0.889935064935065
8351,0.9917994227994228
9392,0.9569633769844611
5707,0.8022229477277277
5543,0.8541454795204796
2975,0.9969130587390211
7173,0.9449635712346556
3759,0.9819992784992785
112,0.9817211395471019
2052,0.8648428876233101
1537,0.9963470066518846
881,0.5243088986246507
6487,0.969287888037888
8893,0.9972266362815142
5822,0.8954020456586054
1646,0.884731170380425
6305,0.9755042180042178
7068,0.9613474118474119
8075,0.6189988886242755
820,0.9525234368666406
8653,0.9584897047397046
858,0.9623094898940728
6004,0.7062252592179062
8705,0.7091989423974718
1432,0.8693298236850869
7072,0.9144291772898582
6562,0.850963009213009
574,0.9744796107506951
956,0.9846693016001025
6070,0.864194782341841
550,0.6285860495713436
7773,0.863087863608948
1812,0.7073491467682644
3595,0.7160996138364559
625,0.6852072887123195
4865,0.8401786094022934
8873,0.959668276168276
804,0.9642385024315765
5900,0.9752601102601102
377,0.9547819674079043
3931,0.5225729760435642
4150,0.6646726416857995
1946,0.9201744843972632
2903,0.9572770765819546
5029,0.8623076321826321
6675,0.7131428825302665
1159,0.817027691511387
5334,0.9691588740261902
4801,0.7603826719875104
7701,0.736034073855281
2489,0.9668001681136666
408,0.9033243700743699
6749,0.8688268718014365
5139,0.8446425102675101
6253,0.9973023938572719
8234,0.8721736180486179
9323,0.9590097605646386
4882,0.9859301346801346
9872,0.9927837643386423
3260,0.9383717109976479
7474,0.9313437220674059
941,0.9751670269929893
1168,0.9304914856385443
3680,0.9810103785103783
2151,0.9122568890279733
2844,0.9494545547045548
1555,0.9748351864197693
3455,0.8900240061662475
3427,0.751007964257964
685,0.7155321736296593
3204,0.6565834769805358
929,0.987315871120749
9983,0.992619733924612
691,0.539536775316187
8457,0.4336194953567245
3068,0.727627051697872
9692,0.9606945195327548
5837,0.969619186856029
7962,0.49861355311355315
8576,0.6230042520688805
4544,0.8919241036741036
2133,0.9186521811521808
1177,0.9699747139833348
4285,0.6546683813262759
7504,0.9648373298241719
8985,0.9688741328952173
1292,0.5997523789420074
689,0.9504439750862163
954,0.9450998168498169
4631,0.7108767269022686
5862,0.8507910525147365
5765,0.5119468864468866
9061,0.9454999154307164
6235,0.5740261609305728
4276,0.854511792129439
5725,0.6104251867413631
9132,0.9613537573537573
8188,0.8171622960372958
7760,0.9160355673738028
639,0.9655299973559598
